longitude,latitude,station,value,area,purpose,height,color,areatype,datatype
139.74229,35.69243,都営市ヶ谷・520,10.8,86,店舗兼事務所,116.2,8,business,rate
139.74699,35.67183,溜池山王・270,8.0,1896,事務所,64.0,7,business,rate
139.77237,35.70143,秋葉原・250,7.8,1028,店舗,61.5,7,business,rate
139.76653,35.68983,小川町・250,6.3,349,店舗、事務所兼寄宿舎,40.0,6,business,rate
139.77763,35.69234,神田・500,8.6,95,店舗、事務所兼住宅,74.8,7,business,rate
139.77675,35.69618,岩本町・240,9.3,182,店舗、事務所兼住宅,87.3,7,business,rate
139.77031,35.69452,神田・70,6.1,114,店舗、事務所兼住宅,37.7,6,business,rate
139.77448,35.69634,秋葉原・130,9.7,186,店舗兼事務所,93.7,7,business,rate
139.77069,35.70104,秋葉原・390,6.2,165,店舗兼事務所,38.0,6,business,rate
139.75713,35.69976,水道橋・340,6.6,206,事務所,44.0,6,business,rate
139.76802,35.69060,神田・320,6.4,194,事務所、住宅兼駐車場等,40.8,6,business,rate
139.76324,35.69802,御茶ノ水・240,6.5,122,店舗、事務所兼住宅,42.6,6,business,rate
139.77431,35.69081,神田・450,9.8,514,事務所,96.6,7,business,rate
139.76218,35.69540,小川町・300,5.6,222,店舗兼住宅,31.9,6,business,rate
139.77597,35.69919,秋葉原・300,11.1,120,倉庫、事務所兼住宅,123.5,8,business,rate
139.76242,35.69950,御茶ノ水・190,9.5,438,事務所,89.8,7,business,rate
139.73553,35.68432,麹町・200,5.0,380,事務所,24.7,6,business,rate
139.74547,35.69922,飯田橋・160,9.5,297,店舗、事務所兼住宅,89.4,7,business,rate
139.75056,35.69921,飯田橋・160,9.5,203,事務所兼作業所,90.7,7,business,rate
139.77310,35.69350,神田・230,6.3,179,店舗兼事務所,39.4,6,business,rate
139.75639,35.69743,神保町・150,11.9,661,店舗、事務所兼共同住宅等,140.8,8,business,rate
139.76466,35.68557,大手町（近接）,3.3,3783,電話局舎、事務所兼店舗等,10.8,5,business,rate
139.76689,35.69491,淡路町（近接）,6.2,817,銀行兼事務所,38.1,6,business,rate
139.76830,35.69392,淡路町・210,9.9,136,事務所、作業所兼住宅,98.4,7,business,rate
139.77524,35.69986,秋葉原・140,9.0,235,店舗、事務所兼倉庫,81.5,7,business,rate
139.78336,35.66887,月島・420,7.0,73,住宅,48.8,6,residence,rate
139.77921,35.66290,勝どき・500,2.5,558,共同住宅,6.1,5,residence,rate
139.77342,35.65195,勝どき・900,2.0,4158,共同住宅兼駐車場,4.1,5,residence,rate
139.78114,35.69207,馬喰町（近接）,10.4,339,店舗兼共同住宅,108.5,8,business,rate
139.77921,35.66290,月島（近接）,8.1,84,店舗、事務所兼共同住宅,65.7,7,business,rate
139.77928,35.68706,小伝馬町・400,11.6,268,店舗、事務所兼駐車場,133.6,8,business,rate
139.77679,35.69013,新日本橋（近接）,6.9,330,事務所兼駐車場,48.0,6,business,rate
139.76134,35.66991,銀座・400,12.6,159,店舗兼事務所,157.6,8,business,rate
139.77551,35.68446,三越前（近接）,8.1,730,店舗兼事務所,66.0,7,business,rate
139.77216,35.68136,日本橋・150,4.4,278,店舗,19.3,6,business,rate
139.76927,35.67673,京橋（近接）,3.5,1169,事務所兼駐車場,12.1,5,business,rate
139.77261,35.67177,新富町・70,10.7,96,店舗、事務所兼住宅,113.4,8,business,rate
139.77354,35.66777,築地・70,11.7,257,店舗兼事務所,137.7,8,business,rate
139.78822,35.68063,水天宮前・250,10.0,169,事務所,99.2,7,business,rate
139.77577,35.67736,八丁堀・100,10.1,171,店舗兼事務所,101.3,8,business,rate
139.76561,35.67461,銀座一丁目（近接）,7.7,353,店舗兼事務所,59.5,7,business,rate
139.76157,35.67129,銀座・150,12.0,260,店舗,145.1,8,business,rate
139.76338,35.66844,銀座・360,11.7,84,店舗,136.1,8,business,rate
139.77045,35.67683,京橋・120,11.3,308,店舗兼事務所,126.8,8,business,rate
139.76813,35.67291,東銀座・120,9.9,319,事務所,98.5,7,business,rate
139.76711,35.67604,京橋・220,11.7,167,店舗兼事務所,137.1,8,business,rate
139.78363,35.68209,水天宮前・210,11.0,117,事務所,121.2,8,business,rate
139.78470,35.68608,人形町・160,11.4,147,店舗、事務所兼住宅,130.6,8,business,rate
139.77434,35.66661,築地・400,11.6,133,店舗兼事務所,135.2,8,business,rate
139.78668,35.69309,東日本橋・250,11.0,94,事務所,122.0,8,business,rate
139.77998,35.67272,八丁堀・250,11.0,127,店舗兼事務所,121.0,8,business,rate
139.77550,35.68800,三越前・270,7.1,499,事務所,49.9,7,business,rate
139.78986,35.68660,浜町・260,11.1,144,店舗兼共同住宅,123.5,8,business,rate
139.73265,35.63532,高輪台・240,4.3,411,共同住宅兼車庫,18.3,6,residence,rate
139.71977,35.63901,白金台・700,4.2,601,共同住宅,17.7,6,residence,rate
139.72589,35.65737,六本木・850,4.3,321,共同住宅,18.9,6,residence,rate
139.71800,35.66485,表参道・560,5.5,183,事務所兼住宅,29.8,6,residence,rate
139.71614,35.65794,表参道・1100,5.6,652,共同住宅,31.7,6,residence,rate
139.73479,35.66013,麻布十番・400,3.9,365,共同住宅,15.4,5,residence,rate
139.73740,35.65732,麻布十番・160,5.3,160,事務所兼住宅,28.1,6,residence,rate
139.73517,35.64056,白金高輪・250,4.0,151,住宅,16.3,6,residence,rate
139.74263,35.64103,田町・800,6.9,371,共同住宅,47.9,6,residence,rate
139.74966,35.66836,虎ノ門（近接）,10.6,989,店舗兼事務所,112.8,8,business,rate
139.73714,35.67564,赤坂見附・220,7.2,200,店舗兼住宅,51.9,7,business,rate
139.74966,35.66836,虎ノ門・240,12.4,150,事務所,153.3,8,business,rate
139.73749,35.63919,泉岳寺（近接）,11.9,737,建築中,140.8,8,business,rate
139.75818,35.66793,内幸町（近接）,10.8,1176,店舗、事務所兼駐車場,116.9,8,business,rate
139.74371,35.62703,品川・380,7.2,2479,事務所,52.3,7,business,rate
139.75655,35.65857,浜松町・90,10.4,271,取壊中,107.5,8,business,rate
139.75325,35.66402,新橋・480,8.7,259,事務所兼駐車場,75.4,7,business,rate
139.75107,35.66331,御成門・100,8.9,1210,事務所兼車庫,79.2,7,business,rate
139.74594,35.64994,田町・530,8.3,178,店舗、事務所兼共同住宅,69.4,7,business,rate
139.73715,35.66706,六本木一丁目・200,6.1,166,店舗兼事務所,36.9,6,business,rate
139.72820,35.67074,乃木坂・130,7.3,670,事務所,53.7,7,business,rate
139.73987,35.66008,六本木一丁目・450,5.6,199,店舗、事務所兼住宅,30.9,6,business,rate
139.71210,35.66618,表参道・50,6.2,465,店舗兼事務所,38.4,6,business,rate
139.72188,35.66731,外苑前・180,6.5,168,店舗、事務所兼住宅,42.7,6,business,rate
139.72456,35.65918,六本木・400,5.6,113,店舗、事務所兼共同住宅等,31.8,6,business,rate
139.73027,35.66033,六本木・90,7.1,67,店舗、事務所兼住宅,50.5,7,business,rate
139.74023,35.67104,赤坂・90,7.4,129,店舗兼事務所,54.9,7,business,rate
139.74280,35.65669,赤羽橋・300,8.7,89,住宅、店舗兼共同住宅,76.2,7,business,rate
139.73352,35.65629,麻布十番・300,5.5,101,店舗兼共同住宅,30.1,6,business,rate
139.72990,35.65684,六本木・520,7.7,327,店舗、事務所兼共同住宅,58.6,7,business,rate
139.72453,35.65340,広尾・80,7.8,671,店舗兼共同住宅,61.2,7,business,rate
139.75345,35.65506,大門・220,8.9,400,事務所兼車庫,79.2,7,business,rate
139.74460,35.65683,赤羽橋・260,5.5,157,事務所、住宅兼車庫,30.2,6,business,rate
139.73517,35.64056,白金高輪・500,6.8,100,店舗兼共同住宅,45.8,6,business,rate
139.74889,35.64499,田町・400,7.8,81,店舗兼事務所,60.8,7,business,rate
139.75642,35.64587,芝浦ふ頭・200,4.0,4316,倉庫兼事務所,15.8,5,,rate
139.72812,35.69888,牛込柳町・230,5.0,219,住宅,25.0,6,residence,rate
139.71077,35.69953,東新宿・440,4.9,95,住宅,23.7,6,residence,rate
139.69873,35.70299,大久保・240,5.8,112,診療所兼住宅,33.5,6,residence,rate
139.69720,35.71347,高田馬場・800,6.0,102,住宅,36.5,6,residence,rate
139.68372,35.71252,都営中井・400,4.2,155,住宅,17.7,6,residence,rate
139.72833,35.70113,牛込柳町・450,4.3,115,住宅,18.5,6,residence,rate
139.68875,35.72081,落合南長崎・350,3.1,204,住宅,9.5,5,residence,rate
139.68964,35.69859,西新宿・850,6.9,132,共同住宅,48.3,6,residence,rate
139.70642,35.71098,高田馬場・390,4.9,205,住宅,23.5,6,residence,rate
139.71802,35.70375,若松河田・480,6.8,99,住宅,46.9,6,residence,rate
139.73994,35.69850,飯田橋・770,7.9,1438,共同住宅,62.7,7,residence,rate
139.71846,35.68571,四谷三丁目・300,3.8,201,住宅,14.4,5,residence,rate
139.70158,35.69469,新宿・340,20.0,178,店舗,400.0,9,business,rate
139.70357,35.69123,新宿・200,6.3,488,店舗,39.1,6,business,rate
139.70357,35.69123,新宿三丁目・120,6.9,322,事務所、店舗兼劇場,47.4,6,business,rate
139.69807,35.68857,新宿・170,5.6,235,店舗兼事務所,30.9,6,business,rate
139.74286,35.70214,飯田橋・200,5.3,127,事務所、住宅兼店舗,28.3,6,business,rate
139.72636,35.69858,牛込柳町・50,5.8,160,共同住宅,34.1,6,business,rate
139.70383,35.69656,東新宿・200,9.7,188,事務所,94.4,7,business,rate
139.69919,35.71077,高田馬場・80,6.0,277,店舗兼事務所,36.0,6,business,rate
139.71121,35.68831,新宿御苑前（近接）,6.1,484,事務所,37.2,6,business,rate
139.70546,35.69144,新宿三丁目（近接）,5.9,972,店舗,35.0,6,business,rate
139.70750,35.71298,高田馬場・450,6.1,204,店舗、事務所兼住宅,37.3,6,business,rate
139.69025,35.71714,西武中井・150,5.6,130,店舗兼共同住宅,31.9,6,business,rate
139.69246,35.69202,新宿・640,8.2,14445,店舗兼事務所,66.6,7,business,rate
139.73096,35.70767,江戸川橋・230,5.5,296,店舗兼共同住宅,30.4,6,business,rate
139.72244,35.68782,四谷三丁目・170,6.3,533,事務所,40.2,6,business,rate
139.68918,35.68453,新宿・640,6.2,808,事務所,37.9,6,business,rate
139.69388,35.69949,大久保・270,4.9,177,事務所兼住宅,23.9,6,business,rate
139.71304,35.70890,西早稲田（近接）,7.6,529,店舗兼共同住宅,58.4,7,business,rate
139.71736,35.70018,若松河田・300,5.3,236,店舗、事務所兼共同住宅,28.6,6,business,rate
139.70787,35.69317,新宿三丁目・420,5.7,348,店舗兼共同住宅,32.2,6,business,rate
139.71074,35.69125,新宿御苑前・370,6.0,216,店舗兼事務所,36.0,6,business,rate
139.69388,35.69949,大久保・200,5.4,106,事務所,29.4,6,business,rate
139.69724,35.69558,新宿・650,4.8,200,店舗、事務所兼住宅,23.4,6,business,rate
139.69724,35.69558,西新宿・190,6.2,574,店舗兼事務所,37.9,6,business,rate
139.68556,35.69289,西新宿五丁目・390,5.6,102,事務所,30.9,6,business,rate
139.71158,35.69028,新宿御苑前・200,5.8,113,店舗、事務所兼住宅,33.1,6,business,rate
139.69223,35.71949,下落合・230,4.7,193,事務所兼共同住宅,21.7,6,business,rate
139.73930,35.70662,飯田橋・630,5.0,661,事務所,25.0,6,business,rate
139.75053,35.72512,本駒込・460,6.7,175,住宅,45.0,6,residence,rate
139.75433,35.71338,春日・400,7.1,153,住宅,51.0,7,residence,rate
139.75899,35.72275,千駄木・550,7.2,163,住宅,52.3,7,residence,rate
139.74638,35.72160,白山・400,7.4,99,住宅,54.0,7,residence,rate
139.75812,35.71012,本郷三丁目・600,7.2,125,住宅,52.3,7,residence,rate
139.75011,35.71103,後楽園・270,5.5,335,共同住宅,30.7,6,residence,rate
139.72868,35.70953,江戸川橋・230,6.4,122,事務所、店舗兼共同住宅,40.5,6,business,rate
139.75206,35.70889,春日（近接）,10.1,778,店舗兼事務所,101.0,8,business,rate
139.73442,35.71962,茗荷谷・270,6.7,105,店舗、事務所兼共同住宅,45.2,6,business,rate
139.75023,35.73243,駒込・550,7.8,339,店舗兼共同住宅,61.2,7,business,rate
139.75523,35.70945,本郷三丁目・120,7.4,159,店舗、事務所兼住宅,55.5,7,business,rate
139.76462,35.70141,御茶ノ水・450,7.1,129,店舗、事務所兼共同住宅,51.0,7,business,rate
139.76401,35.72793,千駄木（近接）,8.0,471,店舗兼共同住宅,64.6,7,business,rate
139.74666,35.72952,千石・130,6.4,92,事務所兼住宅,41.2,6,business,rate
139.73897,35.71666,茗荷谷・220,7.0,143,店舗兼事務所,48.9,6,business,rate
139.75148,35.72550,白山・180,7.6,120,店舗兼住宅,57.2,7,business,rate
139.77643,35.72160,鶯谷・640,6.0,147,住宅,36.5,6,residence,rate
139.78754,35.72755,三ノ輪・620,7.0,104,住宅,49.6,7,residence,rate
139.79512,35.71154,浅草・350,15.4,113,店舗兼共同住宅,236.7,9,business,rate
139.78387,35.70811,新御徒町・110,8.7,168,事務所,75.6,7,business,rate
139.78999,35.70720,田原町・360,8.1,100,事務所、倉庫兼住宅,65.2,7,business,rate
139.80310,35.71659,浅草・740,8.3,132,店舗、事務所兼住宅等,68.3,7,business,rate
139.79372,35.70677,浅草・190,11.1,219,事務所兼車庫,123.5,8,business,rate
139.79268,35.72804,三ノ輪・400,7.8,139,作業所兼共同住宅,61.0,7,business,rate
139.79268,35.72804,三ノ輪・60,8.1,412,店舗、事務所兼車庫,65.6,7,business,rate
139.78436,35.69788,浅草橋（近接）,8.6,198,店舗兼事務所,74.2,7,business,rate
139.77531,35.70519,仲御徒町・180,8.9,136,店舗、倉庫兼事務所,79.6,7,business,rate
139.78722,35.71606,入谷・620,7.9,119,店舗兼住宅,62.7,7,business,rate
139.78018,35.71078,稲荷町（近接）,9.0,159,店舗、事務所兼共同住宅,81.5,7,business,rate
139.78708,35.69809,浅草橋・180,8.9,122,事務所兼共同住宅,78.4,7,business,rate
139.78488,35.69768,浅草橋・150,9.1,79,店舗、事務所兼住宅,82.4,7,business,rate
139.78120,35.72274,鶯谷・290,7.4,68,店舗兼共同住宅,55.4,7,business,rate
139.80348,35.72641,南千住・900,6.3,155,作業所、倉庫兼共同住宅,39.3,6,business,rate
139.78152,35.71880,入谷・230,8.6,227,事務所兼住宅,73.3,7,business,rate
139.78996,35.71297,つくばエクスプレス浅草・160,13.3,110,店舗兼共同住宅,177.8,8,business,rate
139.77538,35.70923,上野・130,10.2,166,店舗兼事務所,103.9,8,business,rate
139.79933,35.72460,南千住・850,7.1,105,店舗兼共同住宅,50.7,7,business,rate
139.78539,35.72432,三ノ輪・480,8.1,152,店舗、事務所兼共同住宅,66.1,7,business,rate
139.79224,35.70303,蔵前（近接）,8.7,254,店舗兼事務所,74.9,7,business,rate
139.77686,35.70849,仲御徒町・400,9.2,151,店舗、事務所兼住宅等,84.3,7,business,rate
139.82849,35.70692,東あずま・350,3.3,88,住宅兼倉庫,10.8,5,residence,rate
139.80759,35.68781,菊川・250,6.6,215,共同住宅,43.5,6,residence,rate
139.81966,35.71190,押上・450,6.1,143,共同住宅,36.8,6,residence,rate
139.80972,35.71431,とうきょうスカイツリー・350,6.4,127,事務所、作業所兼共同住宅,41.5,6,residence,rate
139.81487,35.72408,東向島・600,6.0,155,事務所兼住宅,35.7,6,residence,rate
139.79869,35.69488,都営両国（近接）,10.0,181,店舗兼共同住宅,100.5,8,business,rate
139.79802,35.69324,都営両国・250,6.4,267,事務所兼共同住宅,41.1,6,business,rate
139.79674,35.69019,森下・230,8.0,104,事務所,63.5,7,business,rate
139.82187,35.70900,押上・600,6.1,93,事務所兼住宅,37.2,6,business,rate
139.80960,35.69392,錦糸町・400,10.5,172,店舗兼事務所,110.7,8,business,rate
139.80305,35.70638,本所吾妻橋・190,6.3,164,店舗、事務所兼共同住宅,39.2,6,business,rate
139.81776,35.72129,曳舟・350,5.1,161,店舗兼共同住宅,26.0,6,business,rate
139.80025,35.69924,都営両国・580,6.0,92,店舗兼住宅,35.8,6,business,rate
139.82388,35.71236,京成曳舟・600,6.0,71,店舗兼住宅,36.0,6,business,rate
139.81662,35.71894,曳舟・330,5.0,112,店舗兼住宅,24.9,6,business,rate
139.82101,35.73013,鐘ケ淵・160,3.8,111,店舗兼住宅,14.1,5,business,rate
139.80263,35.69301,都営両国・500,7.0,196,店舗兼共同住宅,48.8,6,business,rate
139.80931,35.70705,とうきょうスカイツリー・150,8.0,314,店舗兼共同住宅,64.6,7,business,rate
139.84213,35.66776,南砂町・1000,4.2,63,住宅,17.8,6,residence,rate
139.81406,35.68957,住吉・100,5.9,94,住宅兼車庫,35.2,6,residence,rate
139.83536,35.68798,大島・380,5.4,55,事務所兼住宅,29.4,6,residence,rate
139.82291,35.67286,東陽町・900,5.7,47,住宅,32.7,6,residence,rate
139.83054,35.66916,南砂町・350,5.7,90,住宅,32.7,6,residence,rate
139.78481,35.63832,有明テニスの森・240,5.8,3343,店舗兼共同住宅,33.9,6,residence,rate
139.82890,35.69166,西大島・320,5.5,131,住宅兼車庫,30.7,6,residence,rate
139.81441,35.67180,東陽町・370,8.1,296,事務所兼共同住宅,65.3,7,residence,rate
139.81718,35.68612,住吉・90,5.2,148,共同住宅,26.6,6,residence,rate
139.82224,35.67883,東陽町・1300,5.0,98,建築中,24.5,6,residence,rate
139.84395,35.67990,東大島・1100,3.8,349,店舗兼共同住宅,14.2,5,residence,rate
139.83363,35.69503,亀戸・750,4.3,94,車庫兼住宅,18.7,6,residence,rate
139.79158,35.67355,門前仲町・320,5.0,75,住宅,25.3,6,residence,rate
139.80202,35.63870,東雲・180,4.7,3741,共同住宅,22.0,6,residence,rate
139.83897,35.69591,亀戸・900,7.1,259,共同住宅兼車庫,51.0,7,business,rate
139.82468,35.69937,亀戸・350,5.5,273,事務所,29.7,6,business,rate
139.82343,35.68718,西大島・100,7.0,105,診療所兼住宅,49.6,7,business,rate
139.83070,35.67814,大島・1400,4.2,79,店舗兼住宅,17.6,6,business,rate
139.79491,35.67147,門前仲町（近接）,10.3,317,店舗兼事務所,105.2,8,business,rate
139.82915,35.70283,亀戸・470,6.0,142,店舗、事務所兼住宅,35.8,6,business,rate
139.81764,35.68284,住吉・580,6.0,78,店舗兼共同住宅,35.9,6,business,rate
139.82246,35.69618,亀戸・500,8.0,209,店舗兼事務所,64.3,7,business,rate
139.82034,35.70127,亀戸・950,7.0,103,店舗兼共同住宅,49.5,7,business,rate
139.81194,35.67113,木場・470,4.9,66,店舗兼共同住宅,23.8,6,business,rate
139.79796,35.67173,門前仲町・280,10.6,198,店舗兼共同住宅,111.9,8,business,rate
139.82617,35.66257,東陽町・1400,5.8,3773,倉庫兼事務所,33.9,6,,rate
139.83890,35.64085,新木場・1300,5.7,4695,工場、研究所兼事務所,32.0,6,,rate
139.71046,35.61831,武蔵小山・720,6.8,144,住宅,46.3,6,residence,rate
139.71567,35.63636,目黒・680,2.8,248,住宅,8.0,5,residence,rate
139.73810,35.60169,大井町・490,5.7,108,住宅,32.4,6,residence,rate
139.72220,35.60836,戸越公園・270,6.5,121,住宅,42.1,6,residence,rate
139.70729,35.60983,荏原中延・310,6.8,74,共同住宅,46.8,6,residence,rate
139.69897,35.60683,洗足・540,4.6,132,住宅,21.0,6,residence,rate
139.72932,35.62801,五反田・600,2.0,284,住宅,4.2,5,residence,rate
139.73227,35.62148,大崎・530,7.9,1353,共同住宅,61.7,7,residence,rate
139.73604,35.59615,立会川・420,6.4,71,住宅,40.5,6,residence,rate
139.71130,35.61482,戸越銀座・430,6.5,87,住宅,42.1,6,residence,rate
139.71083,35.62611,不動前・680,6.4,69,住宅,41.4,6,residence,rate
139.69835,35.61412,西小山・130,5.3,110,店舗、事務所兼共同住宅,28.1,6,business,rate
139.70601,35.60515,旗の台・60,5.7,86,店舗兼住宅,33.0,6,business,rate
139.71378,35.62411,不動前・70,6.5,104,店舗兼住宅,42.8,6,business,rate
139.71063,35.61069,荏原中延・100,5.9,125,店舗兼住宅,35.1,6,business,rate
139.72681,35.61777,大崎・500,7.1,182,店舗兼共同住宅,49.8,7,business,rate
139.74391,35.60873,青物横丁・130,6.0,141,店舗兼共同住宅,35.9,6,business,rate
139.70813,35.60251,荏原町・120,6.2,80,店舗兼事務所,38.0,6,business,rate
139.71674,35.61314,戸越（近接）,6.7,230,店舗兼共同住宅,45.3,6,business,rate
139.71567,35.63636,目黒・200,8.5,275,店舗兼共同住宅,71.8,7,business,rate
139.74875,35.61495,品川シーサイド・700,6.6,925,店舗兼事務所,43.0,6,business,rate
139.72920,35.60197,大井町・450,6.7,219,店舗兼住宅,45.4,6,business,rate
139.66704,35.61027,自由が丘・500,1.9,308,住宅,3.5,5,residence,rate
139.70906,35.62935,目黒・760,3.9,95,住宅,15.1,5,residence,rate
139.69157,35.61819,学芸大学・1200,3.3,281,共同住宅,11.2,5,residence,rate
139.68271,35.62683,学芸大学・500,3.2,132,住宅,10.1,5,residence,rate
139.69409,35.63900,祐天寺・400,3.7,203,住宅,14.0,5,residence,rate
139.68114,35.65763,駒場東大前・300,5.8,169,住宅,33.4,6,residence,rate
139.67366,35.61026,緑が丘・600,3.9,161,住宅,15.2,5,residence,rate
139.66493,35.62576,駒沢大学・600,4.0,128,住宅,16.1,6,residence,rate
139.69612,35.61649,西小山・450,3.6,76,住宅,13.1,5,residence,rate
139.67294,35.61945,都立大学・280,4.7,272,店舗兼共同住宅,21.8,6,business,rate
139.69373,35.61070,洗足・70,3.2,166,店舗兼共同住宅,10.4,5,business,rate
139.69495,35.64415,中目黒（近接）,5.9,155,店舗、事務所兼住宅,34.6,6,business,rate
139.69690,35.64119,中目黒・190,5.0,89,店舗兼共同住宅,25.0,6,business,rate
139.69293,35.63678,祐天寺・100,4.1,142,店舗兼事務所,16.8,6,business,rate
139.68654,35.65332,池尻大橋・140,5.3,674,店舗兼事務所,28.4,6,business,rate
139.69690,35.64812,中目黒・480,4.9,244,店舗兼事務所,24.0,6,business,rate
139.68848,35.61018,大岡山・350,2.6,193,住宅,6.6,5,residence,rate
139.67963,35.58138,久が原・550,2.9,147,住宅,8.2,5,residence,rate
139.68858,35.56791,武蔵新田・410,3.2,175,住宅,10.2,5,residence,rate
139.70026,35.59752,長原・600,3.2,177,住宅,10.3,5,residence,rate
139.72392,35.56306,蒲田・600,3.5,132,住宅,12.1,5,residence,rate
139.72498,35.59241,大森・870,4.1,134,住宅,16.5,6,residence,rate
139.70245,35.58529,西馬込・380,3.3,165,住宅,11.1,5,residence,rate
139.71387,35.59181,馬込・870,3.2,161,住宅,10.0,5,residence,rate
139.65891,35.59277,田園調布・1100,2.7,166,住宅,7.2,5,residence,rate
139.69225,35.57986,千鳥町・750,3.6,173,住宅,12.7,5,residence,rate
139.67480,35.58934,多摩川・740,3.0,129,住宅,9.1,5,residence,rate
139.70253,35.57901,池上・700,3.0,190,住宅,8.8,5,residence,rate
139.75003,35.54762,穴守稲荷・500,3.1,85,住宅,9.3,5,residence,rate
139.71783,35.55458,雑色・550,2.9,165,住宅,8.7,5,residence,rate
139.70502,35.56052,蓮沼・700,3.0,121,住宅,8.8,5,residence,rate
139.73238,35.56459,梅屋敷・590,3.1,122,住宅,9.8,5,residence,rate
139.70029,35.55701,矢口渡・650,3.0,196,工場兼住宅,9.0,5,residence,rate
139.74318,35.56918,大森町・1300,3.2,158,住宅兼工場,10.0,5,residence,rate
139.70747,35.55065,雑色・800,2.7,99,住宅,7.5,5,residence,rate
139.72144,35.56992,梅屋敷・800,3.0,180,事務所、寄宿舎兼倉庫,8.9,5,residence,rate
139.73862,35.56361,大鳥居・1300,3.2,100,住宅,10.5,5,residence,rate
139.73160,35.55153,糀谷・600,3.1,101,工場兼住宅,9.7,5,residence,rate
139.71112,35.54182,六郷土手・650,3.1,179,住宅,9.8,5,residence,rate
139.73865,35.57650,平和島・480,3.3,69,住宅,10.9,5,residence,rate
139.68401,35.56782,下丸子・100,3.4,172,作業所、事務所兼住宅,11.6,5,business,rate
139.72058,35.56100,蒲田・400,6.8,148,事務所,46.0,6,business,rate
139.72285,35.58410,大森・400,3.5,176,店舗兼共同住宅,12.5,5,business,rate
139.69377,35.59904,洗足池・200,3.2,228,店舗兼共同住宅,10.1,5,business,rate
139.68744,35.60639,大岡山（近接）,3.2,114,店舗,10.2,5,business,rate
139.68123,35.59069,雪が谷大塚・330,3.1,353,店舗兼共同住宅,9.6,5,business,rate
139.68929,35.58179,久が原・240,3.3,254,店舗、車庫兼共同住宅,11.0,5,business,rate
139.72089,35.55795,蒲田・650,5.0,246,店舗、事務所兼共同住宅,24.6,6,business,rate
139.72812,35.56768,梅屋敷・90,5.0,85,店舗兼事務所,24.6,6,business,rate
139.69781,35.60094,長原（近接）,3.3,88,店舗,10.6,5,business,rate
139.69249,35.56734,武蔵新田・100,3.4,99,店舗兼住宅,11.8,5,business,rate
139.70992,35.59840,馬込・430,3.0,153,店舗、倉庫兼共同住宅,9.2,5,business,rate
139.71098,35.56247,蒲田・430,4.0,117,店舗兼事務所,16.3,6,business,rate
139.70410,35.56993,池上（近接）,4.0,134,店舗兼共同住宅,16.1,6,business,rate
139.74361,35.56254,大鳥居・1600,3.8,74,店舗兼住宅,14.8,5,business,rate
139.72763,35.57152,大森町・200,3.8,171,店舗、住宅兼共同住宅,14.6,5,business,rate
139.70930,35.58850,西馬込・70,3.5,316,店舗、事務所兼作業場等,12.6,5,business,rate
139.74739,35.58359,流通センター・540,5.0,826,工場兼事務所,25.2,6,,rate
139.63882,35.65839,松原・340,4.0,204,住宅,16.4,6,residence,rate
139.64923,35.64143,世田谷・500,4.3,196,住宅,18.3,6,residence,rate
139.64297,35.62889,桜新町・210,7.0,139,住宅,49.4,7,residence,rate
139.64378,35.60831,等々力・500,1.6,201,住宅,2.4,5,residence,rate
139.65826,35.63478,駒沢大学・600,5.0,215,住宅,25.4,6,residence,rate
139.65755,35.65442,梅ヶ丘・460,3.1,165,住宅,9.4,5,residence,rate
139.65259,35.65462,梅ヶ丘・350,4.0,169,住宅,16.1,6,residence,rate
139.64818,35.65364,豪徳寺・300,6.1,142,住宅,36.7,6,residence,rate
139.63548,35.64946,経堂・410,4.1,162,住宅,16.7,6,residence,rate
139.64153,35.65525,経堂・450,3.8,148,住宅,14.8,5,residence,rate
139.66243,35.65696,世田谷代田・300,2.4,144,住宅,5.9,5,residence,rate
139.66927,35.67042,笹塚・460,6.3,124,共同住宅,39.8,6,residence,rate
139.64844,35.66670,明大前・550,5.2,151,住宅,26.6,6,residence,rate
139.61913,35.65461,千歳船橋・1000,3.1,256,住宅,9.6,5,residence,rate
139.62585,35.66225,上北沢・800,3.4,200,住宅,11.7,5,residence,rate
139.61583,35.66661,八幡山・300,4.0,158,住宅,15.9,5,residence,rate
139.65617,35.60882,尾山台・300,1.9,345,空地,3.5,5,residence,rate
139.67401,35.63523,学芸大学・1200,4.1,231,住宅,16.5,6,residence,rate
139.63823,35.63691,上町・890,4.9,225,住宅,24.3,6,residence,rate
139.61507,35.62592,用賀・1800,1.7,245,住宅,2.8,5,residence,rate
139.68016,35.64962,池尻大橋・450,5.1,82,住宅,26.0,6,residence,rate
139.62656,35.62011,用賀・1100,3.9,165,住宅,15.4,5,residence,rate
139.66289,35.62112,駒沢大学・1900,3.0,223,住宅,9.0,5,residence,rate
139.67459,35.59573,田園調布・730,3.0,152,住宅,8.8,5,residence,rate
139.67220,35.65093,三軒茶屋・730,4.8,88,住宅,23.2,6,residence,rate
139.61862,35.62189,二子玉川・1300,6.2,171,住宅,38.2,6,residence,rate
139.62991,35.62433,用賀・500,6.6,99,住宅,43.0,6,residence,rate
139.64735,35.62257,桜新町・1400,2.1,161,住宅,4.2,5,residence,rate
139.59697,35.65112,成城学園前・1400,2.6,125,住宅,6.9,5,residence,rate
139.65430,35.62833,桜新町・1000,5.9,174,住宅,34.4,6,residence,rate
