longitude,latitude,station,value,area,purpose,height,color,areatype,datatype
139.80067,35.76955,梅島・800,28.4,116,住宅,284,2,residence,price
139.82707,35.77960,北綾瀬・650,28.2,201,住宅,282,2,residence,price
139.77612,35.78053,大師前・540,26.3,122,住宅,263,2,residence,price
139.77321,35.80733,舎人・420,24.5,131,住宅,245,1,residence,price
139.77936,35.77579,大師前・430,26.2,92,住宅,262,2,residence,price
139.78413,35.79713,竹ノ塚・680,30.1,153,住宅,301,2,residence,price
139.79489,35.77581,梅島・430,29.1,69,住宅,291,2,residence,price
139.81944,35.79761,六町・1500,21.8,125,住宅,218,0,residence,price
139.78139,35.78170,大師前・430,28.5,110,住宅,285,2,residence,price
139.79964,35.80051,竹ノ塚・1300,23.2,60,住宅,232,0,residence,price
139.81026,35.75158,北千住・650,44.1,100,住宅,441,3,residence,price
139.78374,35.76758,西新井・1400,22.7,115,住宅,227,0,residence,price
139.80054,35.74498,北千住・510,48.1,117,店舗兼住宅,481,3,business,price
139.79344,35.79451,竹ノ塚・250,66.6,132,店舗兼事務所,666,5,business,price
139.78078,35.76562,扇大橋・1200,26.5,131,店舗兼共同住宅,265,2,business,price
139.80362,35.75103,北千住・300,123.0,148,店舗兼住宅,1230,7,business,price
139.80661,35.75194,北千住・250,114.0,122,店舗、事務所兼住宅等,1140,7,business,price
139.80067,35.76955,梅島・150,56.4,80,店舗兼住宅,564,4,business,price
139.78987,35.79607,竹ノ塚・170,50.0,713,店舗兼共同住宅,500,3,business,price
139.78871,35.77174,西新井・700,36.0,85,店舗兼住宅,360,2,business,price
139.82201,35.75885,綾瀬・110,54.2,146,店舗兼住宅,542,4,business,price
139.75667,35.76138,小台・1300,22.5,105,店舗兼住宅,225,0,business,price
139.78535,35.76760,西新井・1400,27.8,296,店舗、事務所兼住宅,278,2,business,price
139.81416,35.76373,五反野・240,45.3,128,店舗兼共同住宅,453,3,business,price
139.82457,35.76392,綾瀬・280,73.5,518,店舗兼共同住宅,735,5,business,price
139.80441,35.77277,梅島・800,36.6,190,店舗兼共同住宅,366,2,business,price
139.79759,35.79339,竹ノ塚・700,43.0,132,店舗兼住宅,430,3,business,price
139.76483,35.78152,西新井大師西・680,27.4,172,店舗兼共同住宅,274,2,business,price
139.80054,35.74498,北千住・270,75.2,138,住宅、事務所兼車庫,752,5,business,price
139.81647,35.79040,六町・1000,29.9,651,店舗兼作業所,299,2,business,price
139.77071,35.80725,舎人（近接）,36.8,927,店舗,368,2,business,price
139.78647,35.75536,北千住・1600,35.8,337,店舗兼共同住宅,358,2,business,price
139.80701,35.74334,京成関屋・830,24.5,760,工場,245,1,,price
139.87546,35.76681,金町・720,36.0,160,住宅,360,2,residence,price
139.86588,35.72826,新小岩・1600,28.9,105,住宅,289,2,residence,price
139.87524,35.75357,新柴又・320,32.3,99,住宅,323,2,residence,price
139.86586,35.79314,金町・3100,17.8,170,住宅,178,0,residence,price
139.87215,35.74225,京成小岩・1200,29.4,132,住宅,294,2,residence,price
139.86517,35.74789,京成高砂・500,31.2,171,住宅,312,2,residence,price
139.84857,35.78972,亀有・3700,16.2,100,住宅,162,0,residence,price
139.88118,35.75573,新柴又・300,29.9,140,住宅,299,2,residence,price
139.85603,35.74325,青砥・350,38.5,160,共同住宅,385,2,residence,price
139.87357,35.77245,金町・600,36.3,112,住宅,363,2,residence,price
139.85588,35.73959,京成立石・600,33.6,82,住宅,336,2,residence,price
139.85120,35.74407,青砥・600,31.6,91,住宅,316,2,residence,price
139.84094,35.76514,亀有・850,33.2,149,共同住宅,332,2,residence,price
139.86267,35.78094,金町・1800,22.4,148,住宅,224,0,residence,price
139.83374,35.76122,綾瀬・600,38.0,105,住宅,380,2,residence,price
139.87065,35.77984,金町・1200,26.0,123,住宅,260,2,residence,price
139.85277,35.72053,新小岩・790,35.2,89,住宅,352,2,residence,price
139.82430,35.75178,堀切菖蒲園・600,29.5,156,住宅兼共同住宅,295,2,residence,price
139.85782,35.73485,京成立石・1200,28.3,102,住宅,283,2,residence,price
139.86925,35.75839,柴又・800,31.4,110,住宅,314,2,residence,price
139.84683,35.73721,京成立石・60,55.8,151,店舗,558,4,business,price
139.86218,35.71598,新小岩・190,67.6,117,店舗兼住宅,676,5,business,price
139.87965,35.75929,柴又・170,35.3,66,店舗兼住宅,353,2,business,price
139.85031,35.76519,亀有・230,60.0,165,店舗兼共同住宅,600,4,business,price
139.86908,35.77076,金町・250,59.5,92,店舗兼住宅,595,4,business,price
139.84714,35.76764,亀有・240,46.0,205,店舗,460,3,business,price
139.85553,35.74494,青砥・180,50.0,267,店舗兼共同住宅,500,3,business,price
139.83914,35.74890,お花茶屋・170,40.0,71,店舗兼住宅,400,2,business,price
139.84441,35.72973,京成立石・1200,21.6,528,工場、事務所兼住宅,216,0,,price
139.88538,35.74419,京成小岩・530,31.2,161,住宅,312,2,residence,price
139.88983,35.72737,小岩・850,33.8,131,住宅,338,2,residence,price
139.87871,35.72953,小岩・660,39.4,100,住宅,394,2,residence,price
139.85138,35.70405,平井・850,31.0,105,住宅,310,2,residence,price
139.86412,35.67757,船堀・1000,33.9,148,住宅,339,2,residence,price
139.87526,35.68136,一之江・980,29.3,97,住宅,293,2,residence,price
139.87650,35.71494,新小岩・1700,28.0,70,住宅,280,2,residence,price
139.87924,35.70489,一之江・2400,26.8,132,住宅,268,2,residence,price
139.85641,35.66684,西葛西・400,48.1,89,共同住宅,481,3,residence,price
139.86502,35.70457,新小岩・1600,33.2,148,共同住宅,332,2,residence,price
139.84166,35.70350,平井・400,38.3,191,住宅,383,2,residence,price
139.87996,35.67976,瑞江・410,39.3,89,住宅,393,2,residence,price
139.86542,35.66222,西葛西・800,46.0,151,住宅,460,3,residence,price
139.86861,35.69469,船堀・1400,30.2,142,住宅,302,2,residence,price
139.89127,35.70390,篠崎・1400,28.0,167,住宅,280,2,residence,price
139.87456,35.72588,小岩・1200,28.7,53,住宅,287,2,residence,price
139.88997,35.68821,一之江・780,29.0,51,住宅,290,2,residence,price
139.90610,35.68675,瑞江・1100,28.6,111,住宅,286,2,residence,price
139.87593,35.68689,一之江・900,30.5,72,住宅,305,2,residence,price
139.86546,35.69650,船堀・1700,28.2,99,住宅,282,2,residence,price
139.86957,35.67767,船堀・920,35.7,92,住宅,357,2,residence,price
139.88951,35.73491,小岩・510,36.5,78,住宅,365,2,residence,price
139.89102,35.70808,篠崎・1800,25.4,165,住宅,254,1,residence,price
139.90620,35.69482,瑞江・1200,30.8,117,住宅,308,2,residence,price
139.86612,35.67197,西葛西・1300,38.4,112,住宅,384,2,residence,price
139.87389,35.65395,葛西・1200,38.1,99,住宅,381,2,residence,price
139.83772,35.71492,平井・1100,28.5,122,作業所兼住宅,285,2,residence,price
139.87027,35.69228,船堀・1000,29.7,145,事務所兼共同住宅,297,2,residence,price
139.88538,35.74419,京成小岩・80,46.8,95,店舗兼共同住宅,468,3,business,price
139.89833,35.69302,瑞江・90,76.3,238,店舗,763,5,business,price
139.86052,35.66413,西葛西（接面）,143.0,118,店舗、事務所兼診療所,1430,7,business,price
139.88638,35.72578,小岩・900,36.0,101,店舗兼住宅,360,2,business,price
139.86945,35.70663,新小岩・1600,39.1,233,診療所店舗,391,2,business,price
139.84729,35.70725,平井・190,70.0,186,店舗兼事務所,700,5,business,price
139.87819,35.73258,小岩・270,77.4,297,事務所,774,5,business,price
139.87328,35.70638,新小岩・2100,33.6,69,店舗兼共同住宅,336,2,business,price
139.91028,35.69965,篠崎・1300,31.9,76,店舗兼住宅,319,2,business,price
139.87279,35.66430,葛西・100,81.6,323,事務所,816,6,business,price
139.86554,35.66934,西葛西・960,50.2,1115,店舗、作業所兼車庫,502,3,business,price
139.88950,35.70227,篠崎・1400,30.2,222,店舗兼共同住宅,302,2,business,price
139.38240,35.62999,京王堀之内・2500,11.2,132,住宅,112,0,residence,price
139.36075,35.67996,小宮・1300,10.8,326,店舗兼共同住宅,108,0,residence,price
139.34673,35.66875,京王八王子・1800,15.2,132,住宅,152,0,residence,price
139.34969,35.66560,京王八王子・1300,16.8,181,住宅,168,0,residence,price
139.35219,35.68433,小宮・2000,8.8,132,住宅,88,0,residence,price
139.33736,35.64941,八王子・480,26.1,109,住宅,261,2,residence,price
139.35999,35.67513,北八王子・920,9.9,150,住宅,99,0,residence,price
139.31879,35.64620,山田・400,14.1,118,住宅,141,0,residence,price
139.34673,35.64772,八王子・1100,15.8,153,住宅,158,0,residence,price
139.33736,35.64941,京王片倉・500,20.5,173,住宅,205,0,residence,price
139.34094,35.63750,片倉・400,13.8,202,住宅,138,0,residence,price
139.33507,35.64219,京王片倉・540,13.6,110,住宅,136,0,residence,price
139.34836,35.63963,北野・1200,10.8,161,住宅,108,0,residence,price
139.30710,35.65099,西八王子・1100,12.3,207,住宅,123,0,residence,price
139.31566,35.65387,西八王子・700,14.6,175,住宅,146,0,residence,price
139.32153,35.65131,西八王子・900,19.0,165,住宅,190,0,residence,price
139.33647,35.67186,八王子・2400,11.0,135,住宅,110,0,residence,price
139.31548,35.67040,西八王子・1800,11.3,126,住宅,113,0,residence,price
139.38445,35.61209,南大沢・800,17.2,233,店舗兼共同住宅,172,0,residence,price
139.38400,35.61859,南大沢・840,16.4,210,住宅,164,0,residence,price
139.35637,35.61122,多摩境・2300,11.0,133,住宅,110,0,residence,price
139.28993,35.68950,八王子・6500,6.5,133,住宅,65,0,residence,price
139.29739,35.67226,八王子・4800,12.6,120,住宅,126,0,residence,price
139.38148,35.62492,南大沢・2000,14.5,155,住宅,145,0,residence,price
139.28714,35.63713,高尾・800,14.7,153,住宅,147,0,residence,price
139.27896,35.68148,八王子・6500,6.8,105,住宅,68,0,residence,price
139.32243,35.62269,八王子みなみ野・1700,15.7,188,住宅,157,0,residence,price
139.40628,35.63702,大塚・帝京大学・640,12.3,160,住宅,123,0,residence,price
139.28400,35.65370,高尾・2000,10.5,218,住宅,105,0,residence,price
139.30954,35.67697,八王子・4300,9.5,102,住宅,95,0,residence,price
139.26262,35.67181,高尾・4500,7.0,244,住宅,70,0,residence,price
139.26988,35.65782,高尾・2400,7.3,165,住宅,73,0,residence,price
139.28304,35.65892,高尾・2400,7.2,132,住宅,72,0,residence,price
139.29617,35.67027,八王子・4500,8.3,167,住宅,83,0,residence,price
139.30026,35.67448,八王子・5000,9.3,116,住宅,93,0,residence,price
139.29123,35.69044,八王子・6800,5.6,214,住宅,56,0,residence,price
139.36555,35.68963,小宮・700,10.3,228,住宅,103,0,residence,price
139.34238,35.66696,八王子・1800,12.0,191,住宅,120,0,residence,price
139.40126,35.62962,京王堀之内・850,15.3,195,住宅,153,0,residence,price
139.41557,35.64255,中央大学・明星大学・1300,13.0,202,住宅,130,0,residence,price
139.32278,35.64592,山田・300,14.1,142,住宅,141,0,residence,price
139.28789,35.67059,八王子・5500,7.2,132,住宅,72,0,residence,price
139.31116,35.63793,めじろ台・850,14.2,142,住宅,142,0,residence,price
139.31329,35.63131,めじろ台・1700,10.3,230,住宅,103,0,residence,price
139.36888,35.62319,南大沢・2000,11.3,165,住宅,113,0,residence,price
139.34319,35.65234,八王子・350,28.1,144,住宅兼事務所,281,2,residence,price
139.31107,35.64149,めじろ台・500,14.3,219,住宅,143,0,residence,price
139.35561,35.66548,京王八王子・1500,16.2,174,住宅,162,0,residence,price
139.29749,35.65030,西八王子・1500,13.4,113,住宅,134,0,residence,price
139.29468,35.67477,八王子・5100,7.6,165,住宅,76,0,residence,price
139.39247,35.62908,京王堀之内・1100,15.8,124,住宅,158,0,residence,price
139.28177,35.64487,高尾・340,15.3,132,住宅,153,0,residence,price
139.28465,35.64027,高尾・350,20.4,196,住宅,204,0,residence,price
139.31113,35.65289,西八王子・520,19.6,353,事務所兼共同住宅,196,0,residence,price
139.30113,35.68851,八王子・5800,7.0,188,住宅,70,0,residence,price
139.26704,35.68193,高尾・6100,5.8,175,住宅,58,0,residence,price
139.30495,35.68401,八王子・5200,10.3,202,住宅,103,0,residence,price
139.29158,35.65125,高尾・1800,11.9,190,住宅,119,0,residence,price
139.29698,35.62585,めじろ台・2500,7.0,160,住宅,70,0,residence,price
139.37701,35.60521,南大沢・1400,14.6,192,住宅,146,0,residence,price
139.41698,35.63419,大塚・帝京大学・360,12.9,225,住宅,129,0,residence,price
139.31638,35.67973,八王子・4500,11.5,150,住宅,115,0,residence,price
139.35657,35.65540,京王八王子・1900,12.5,93,住宅,125,0,residence,price
139.33000,35.65259,八王子・1200,19.0,198,住宅,190,0,residence,price
139.33426,35.64748,京王片倉・600,14.3,166,住宅,143,0,residence,price
139.30922,35.65789,西八王子・500,19.3,100,住宅,193,0,residence,price
139.30084,35.67036,八王子・4400,9.0,244,住宅,90,0,residence,price
139.35597,35.64868,北野・620,17.0,194,住宅,170,0,residence,price
139.26358,35.70375,八王子・10000,3.4,144,住宅,34,0,residence,price
139.27095,35.67458,高尾・4800,4.5,150,住宅,45,0,residence,price
139.31786,35.71510,東秋留・1500,5.4,208,住宅,54,0,residence,price
139.23273,35.67277,高尾・7700,3.6,162,住宅,36,0,residence,price
139.38347,35.63002,北野・2600,4.2,236,住宅,42,0,residence,price
139.29532,35.65462,西八王子・2300,1.9,2919,畑,19,0,,price
139.36214,35.62722,北野・2700,2.2,677,畑,22,0,,price
139.34351,35.65612,京王八王子・70,159.0,384,店舗兼事務所,1590,7,business,price
139.40099,35.62595,京王堀之内・200,23.8,241,店舗兼共同住宅,238,0,business,price
139.33672,35.65387,八王子・160,49.8,125,店舗兼事務所,498,3,business,price
139.33209,35.65531,八王子・600,25.6,314,店舗兼住宅,256,1,business,price
139.33325,35.66515,八王子・1200,22.8,389,店舗兼共同住宅,228,0,business,price
139.30952,35.66008,西八王子・280,32.2,155,店舗兼事務所,322,2,business,price
139.28082,35.64238,高尾（近接）,26.3,95,店舗兼事務所,263,2,business,price
139.35532,35.64458,北野（接面）,37.5,319,店舗兼事務所,375,2,business,price
139.30614,35.64325,めじろ台・130,23.2,925,建築中,232,0,business,price
139.30708,35.66349,西八王子・1200,14.2,119,店舗兼共同住宅,142,0,business,price
139.33467,35.65862,八王子・400,54.5,346,店舗兼共同住宅,545,4,business,price
139.30322,35.65321,西八王子・1000,17.1,168,店舗兼共同住宅,171,0,business,price
139.39966,35.62816,京王堀之内・550,20.2,225,店舗兼共同住宅,202,0,business,price
139.35561,35.66548,京王八王子・1900,16.5,155,事務所兼共同住宅,165,0,business,price
139.36807,35.67044,北八王子・500,16.0,476,工場,160,0,,price
139.42126,35.69135,西国立・350,33.9,171,事務所兼住宅,339,2,residence,price
139.39676,35.70079,西立川・550,27.9,106,住宅,279,2,residence,price
139.42418,35.70290,立川・1300,28.7,132,住宅,287,2,residence,price
139.41708,35.70848,立川・1000,34.4,164,住宅,344,2,residence,price
139.43091,35.71991,泉体育館・1200,22.6,155,住宅,226,0,residence,price
139.42090,35.72638,砂川七番・450,23.4,105,住宅,234,0,residence,price
139.40131,35.68898,柴崎体育館・800,19.0,112,住宅,190,0,residence,price
139.42087,35.69918,立川・600,34.2,152,住宅,342,2,residence,price
139.41550,35.72024,泉体育館・540,24.0,110,住宅,240,1,residence,price
139.40611,35.72906,玉川上水・1400,17.6,91,住宅,176,0,residence,price
139.38882,35.72485,武蔵砂川・850,16.4,130,住宅,164,0,residence,price
139.35976,35.72744,西武立川・1100,15.3,153,住宅,153,0,residence,price
139.37863,35.72993,西武立川・1100,15.8,202,住宅,158,0,residence,price
139.41309,35.68762,立川・1400,29.7,114,住宅,297,2,residence,price
139.42763,35.71824,泉体育館・850,23.7,181,住宅,237,0,residence,price
139.40869,35.69494,立川・250,78.6,244,店舗、共同住宅兼住宅,786,5,business,price
139.41541,35.69360,立川・250,194.0,270,事務所,1940,8,business,price
139.42009,35.69559,立川・850,45.0,353,店舗兼事務所,450,3,business,price
139.41565,35.70054,立川・450,105.0,295,店舗、事務所兼共同住宅,1050,6,business,price
139.42084,35.70583,立川・1100,47.0,181,店舗、事務所兼共同住宅,470,3,business,price
139.41565,35.70054,立川・160,515.0,245,店舗,5150,9,business,price
139.54655,35.70750,武蔵境・700,45.0,149,住宅,450,3,residence,price
139.54626,35.71412,武蔵境・1300,38.1,117,住宅,381,2,residence,price
139.58801,35.69731,吉祥寺・1300,65.5,291,住宅,655,5,residence,price
139.53911,35.69658,武蔵境・1100,40.5,228,住宅,405,2,residence,price
139.55238,35.71717,三鷹・2100,35.2,148,住宅,352,2,residence,price
139.57350,35.71442,吉祥寺・2000,44.2,119,住宅,442,3,residence,price
139.57236,35.70759,吉祥寺・1000,66.5,151,住宅,665,5,residence,price
139.59335,35.70566,西荻窪・800,51.6,165,住宅,516,4,residence,price
139.58801,35.69731,吉祥寺・900,73.0,212,事務所兼共同住宅,730,5,business,price
139.58099,35.70522,吉祥寺・90,590.0,198,店舗,5900,9,business,price
139.57661,35.70579,吉祥寺・400,127.0,204,店舗,1270,7,business,price
139.56224,35.70428,三鷹・300,112.0,324,診療所兼事務所,1120,7,business,price
139.55287,35.71355,三鷹・2200,43.4,253,店舗兼共同住宅,434,3,business,price
139.54120,35.70443,武蔵境・280,102.0,141,店舗、事務所兼共同住宅,1020,6,business,price
139.58076,35.70057,吉祥寺・100,284.0,105,店舗、事務所兼住宅,2840,8,business,price
139.57768,35.69774,吉祥寺・810,63.6,193,住宅,636,5,residence,price
139.56667,35.68941,三鷹・1600,40.8,146,住宅,408,2,residence,price
139.58244,35.68546,三鷹台・800,43.9,164,住宅,439,3,residence,price
139.58060,35.67709,三鷹台・1800,29.7,104,住宅,297,2,residence,price
139.55313,35.68279,三鷹・2500,39.5,121,共同住宅,395,2,residence,price
139.56953,35.67461,仙川・2400,32.7,90,住宅,327,2,residence,price
139.57281,35.66768,仙川・1500,30.7,110,住宅,307,2,residence,price
139.52846,35.67728,多磨・1500,23.7,92,住宅,237,0,residence,price
139.54292,35.69422,武蔵境・1100,36.8,132,住宅,368,2,residence,price
139.56224,35.69490,三鷹・1000,49.0,175,住宅,490,3,residence,price
139.55301,35.69176,三鷹・1800,36.3,124,住宅,363,2,residence,price
139.57497,35.69284,井の頭公園・1500,40.7,110,住宅,407,2,residence,price
139.54022,35.68774,武蔵境・1500,33.0,100,住宅,330,2,residence,price
139.56252,35.69911,三鷹・450,90.9,404,店舗兼共同住宅,909,6,business,price
139.56224,35.69490,三鷹・750,89.1,125,店舗兼共同住宅,891,6,business,price
139.56252,35.69911,三鷹・150,232.0,224,店舗,2320,8,business,price
139.28986,35.77680,河辺・1300,12.8,100,住宅,128,0,residence,price
139.22104,35.78759,日向和田・900,6.3,120,住宅,63,0,residence,price
139.23978,35.78067,青梅・2300,5.8,136,住宅,58,0,residence,price
139.24757,35.78617,青梅・1300,9.7,164,住宅,97,0,residence,price
139.26373,35.78843,青梅・620,12.4,100,住宅,124,0,residence,price
139.27997,35.79691,東青梅・1200,10.2,153,住宅,102,0,residence,price
139.27490,35.78011,東青梅・1500,7.5,117,住宅,75,0,residence,price
139.31155,35.79954,小作・3000,9.4,120,住宅,94,0,residence,price
139.29985,35.78184,小作・850,17.4,112,住宅,174,0,residence,price
139.30176,35.78894,小作・1400,14.6,170,住宅,146,0,residence,price
139.30019,35.80958,河辺・3500,6.9,188,住宅,69,0,residence,price
139.28284,35.78957,河辺・800,15.8,121,住宅,158,0,residence,price
139.25969,35.81795,東青梅・3400,4.7,209,住宅,47,0,residence,price
139.16205,35.79835,御嶽・1800,3.1,207,住宅,31,0,residence,price
139.24216,35.81873,東青梅・4600,2.8,171,住宅,28,0,residence,price
139.31274,35.80532,小作・3700,5.1,220,住宅,51,0,residence,price
139.25711,35.78989,青梅・220,14.0,565,店舗,140,0,business,price
139.28752,35.78819,河辺・500,18.6,536,事務所,186,0,business,price
139.28430,35.78357,河辺・140,20.7,157,店舗兼住宅,207,0,business,price
139.30278,35.78598,小作・1000,16.4,206,店舗兼住宅,164,0,business,price
139.31284,35.77883,小作・1300,7.4,3305,工場、倉庫兼事務所等,74,0,,price
139.31238,35.79604,小作・2900,8.5,1769,工場兼事務所,85,0,,price
139.51634,35.66606,武蔵野台・730,28.8,164,共同住宅,288,2,residence,price
139.48795,35.65865,是政・530,25.1,124,住宅,251,1,residence,price
139.51947,35.67884,多磨・350,27.0,100,住宅,270,2,residence,price
139.49550,35.66601,東府中・450,32.2,134,住宅,322,2,residence,price
139.46858,35.65767,中河原・1200,23.9,123,住宅,239,0,residence,price
139.52055,35.65155,飛田給・1500,26.5,210,住宅,265,2,residence,price
139.47398,35.66776,府中本町・400,32.7,109,住宅,327,2,residence,price
139.48618,35.68606,国分寺・2200,25.9,224,住宅,259,1,residence,price
139.46280,35.66881,分倍河原・750,28.7,148,住宅,287,2,residence,price
139.44350,35.66224,中河原・1700,22.8,133,住宅,228,0,residence,price
139.45370,35.68150,谷保・860,24.6,119,住宅,246,1,residence,price
139.46594,35.67681,分倍河原・1200,29.9,165,住宅,299,2,residence,price
139.48172,35.68078,府中・1200,32.3,156,住宅,323,2,residence,price
139.49364,35.68406,府中・2100,26.4,165,住宅,264,2,residence,price
139.50276,35.67284,東府中・950,28.7,186,住宅,287,2,residence,price
139.48779,35.67245,府中・900,41.0,115,住宅,410,3,residence,price
139.46275,35.69874,西国分寺・390,32.4,172,住宅,324,2,residence,price
139.46405,35.66045,中河原・750,26.9,188,住宅,269,2,residence,price
139.46666,35.68711,北府中・1000,25.3,224,作業所兼住宅,253,1,residence,price
139.47833,35.66979,府中・430,89.2,135,店舗、事務所兼住宅,892,6,business,price
139.49835,35.67065,東府中・350,43.6,443,店舗兼共同住宅,436,3,business,price
139.49927,35.67612,東府中・1200,30.9,206,保育所兼事務所,309,2,business,price
139.47455,35.66971,府中・760,55.0,156,店舗兼共同住宅,550,4,business,price
139.46857,35.67274,分倍河原・650,40.0,165,事務所兼共同住宅,400,2,business,price
139.45538,35.68859,国立・1700,30.2,184,事務所兼共同住宅,302,2,business,price
139.48192,35.67077,府中・260,79.0,135,店舗、事務所兼共同住宅,790,6,business,price
139.36407,35.70195,昭島・1400,16.9,194,住宅,169,0,residence,price
139.37730,35.70395,東中神・900,20.2,130,住宅,202,0,residence,price
139.35999,35.70049,昭島・1600,13.5,125,住宅,135,0,residence,price
139.35606,35.71330,昭島・650,20.5,110,住宅,205,0,residence,price
139.34207,35.70081,昭島・1900,12.6,96,住宅,126,0,residence,price
139.38036,35.70836,中神・560,23.9,110,住宅,239,0,residence,price
139.34340,35.71282,拝島・1200,16.8,165,住宅,168,0,residence,price
139.37276,35.69920,中神・1300,16.4,115,住宅,164,0,residence,price
139.36389,35.70988,昭島・550,22.8,192,住宅,228,0,residence,price
139.37822,35.69407,東中神・1700,12.6,115,住宅,126,0,residence,price
139.34389,35.71890,拝島・100,26.3,150,事務所,263,2,business,price
139.37395,35.70673,中神・300,25.6,206,店舗兼住宅,256,1,business,price
139.36000,35.71185,昭島（接面）,42.1,196,店舗兼共同住宅,421,3,business,price
139.37691,35.71783,中神・1300,14.8,575,作業所兼事務所,148,0,,price
139.54582,35.65933,調布・1000,37.7,165,住宅,377,2,residence,price
139.57272,35.66115,つつじヶ丘・490,42.4,209,住宅,424,3,residence,price
139.58372,35.64952,仙川・1700,30.4,200,住宅,304,2,residence,price
139.57332,35.65595,つつじヶ丘・300,38.3,120,住宅,383,2,residence,price
139.56685,35.66351,つつじヶ丘・1100,37.0,164,住宅,370,2,residence,price
139.55569,35.66839,つつじヶ丘・2400,25.3,110,住宅,253,1,residence,price
139.54848,35.67824,調布・3300,23.7,208,住宅,237,0,residence,price
139.55727,35.67610,調布・3800,24.9,161,住宅,249,1,residence,price
139.54659,35.65603,調布・600,41.4,119,住宅,414,3,residence,price
139.56479,35.65151,柴崎・500,35.5,166,住宅,355,2,residence,price
139.53845,35.64951,調布・820,35.3,123,住宅,353,2,residence,price
139.55219,35.64771,布田・350,35.9,208,住宅,359,2,residence,price
139.57965,35.65650,つつじヶ丘・540,35.6,228,住宅,356,2,residence,price
139.53305,35.66220,西調布・660,27.3,133,住宅,273,2,residence,price
139.53123,35.65197,西調布・750,29.5,115,住宅,295,2,residence,price
139.56285,35.65890,柴崎・800,30.4,287,作業所兼共同住宅,304,2,residence,price
139.57411,35.65781,つつじヶ丘・120,60.8,83,店舗兼住宅,608,4,business,price
139.52306,35.66147,飛田給・130,43.6,200,共同住宅兼店舗,436,3,business,price
139.54358,35.64954,調布・300,111.0,234,店舗、事務所兼共同住宅等,1110,6,business,price
139.55746,35.64953,国領・130,62.7,237,店舗兼事務所,627,4,business,price
139.56355,35.65465,柴崎・370,36.2,446,事務所、倉庫兼共同住宅,362,2,business,price
139.45847,35.52364,町田・2700,13.0,200,住宅,130,0,residence,price
139.47751,35.52128,すずかけ台・700,19.5,221,住宅,195,0,residence,price
139.45863,35.53284,町田・1800,17.7,125,住宅,177,0,residence,price
139.45309,35.53939,町田・1000,21.7,97,住宅,217,0,residence,price
139.39119,35.58615,多摩境・500,15.0,104,住宅,150,0,residence,price
139.47136,35.54603,成瀬・1300,15.9,258,住宅,159,0,residence,price
139.47174,35.55850,玉川学園前・1300,15.2,207,住宅,152,0,residence,price
139.45743,35.54277,町田・1300,15.8,148,住宅,158,0,residence,price
139.30072,35.61293,相原・1300,9.2,143,住宅,92,0,residence,price
139.47775,35.53371,成瀬・600,20.5,138,住宅,205,0,residence,price
139.43680,35.55280,小田急町田・1200,22.0,134,住宅,220,0,residence,price
139.30072,35.61293,相原・800,11.1,214,住宅,111,0,residence,price
139.47299,35.58924,鶴川・1300,15.8,231,住宅,158,0,residence,price
139.46718,35.54539,成瀬・1900,12.7,169,住宅,127,0,residence,price
139.44405,35.55716,小田急町田・1900,16.3,252,住宅,163,0,residence,price
139.42455,35.56251,古淵・1400,14.4,122,住宅,144,0,residence,price
139.44316,35.56571,小田急町田・2600,13.9,209,住宅,139,0,residence,price
139.45593,35.56220,玉川学園前・1000,17.3,209,住宅,173,0,residence,price
139.45680,35.55630,小田急町田・1400,14.7,156,住宅,147,0,residence,price
139.37392,35.59922,多摩境・1500,13.5,150,住宅,135,0,residence,price
139.41731,35.56521,古淵・1200,15.5,225,住宅,155,0,residence,price
139.46701,35.51191,南町田・350,21.5,187,住宅,215,0,residence,price
139.42278,35.58761,淵野辺・3000,9.7,221,住宅,97,0,residence,price
139.50020,35.57317,柿生・1100,15.4,233,住宅,154,0,residence,price
139.45694,35.56565,玉川学園前・550,19.0,231,住宅,190,0,residence,price
139.46454,35.58900,鶴川・1200,15.0,148,住宅,150,0,residence,price
139.45168,35.53585,町田・900,20.7,175,住宅,207,0,residence,price
139.48428,35.52946,つくし野・300,20.2,236,住宅,202,0,residence,price
139.47084,35.59529,鶴川・2100,11.6,179,住宅,116,0,residence,price
139.45694,35.56565,玉川学園前・1100,17.3,175,住宅,173,0,residence,price
139.41173,35.57290,淵野辺・1900,14.4,150,住宅,144,0,residence,price
139.43544,35.57619,古淵・2200,11.9,142,住宅,119,0,residence,price
139.41454,35.59707,淵野辺・3000,8.5,150,住宅,85,0,residence,price
139.40097,35.59412,淵野辺・3500,8.3,140,住宅,83,0,residence,price
139.46088,35.53588,町田・1700,14.5,132,住宅,145,0,residence,price
139.42906,35.55798,古淵・1200,15.3,92,住宅,153,0,residence,price
139.42477,35.56966,古淵・1900,14.1,173,住宅,141,0,residence,price
139.44316,35.56571,町田・3900,10.8,181,住宅,108,0,residence,price
139.45537,35.60080,鶴川・3500,9.8,130,住宅,98,0,residence,price
139.44315,35.55182,小田急町田・1100,29.2,209,住宅,292,2,residence,price
139.30072,35.61293,相原・450,11.3,165,住宅,113,0,residence,price
139.43965,35.60214,京王永山・3300,5.2,106,住宅,52,0,residence,price
139.39685,35.60022,淵野辺・4100,4.0,464,住宅,40,0,residence,price
139.41454,35.59707,淵野辺・4600,2.0,1376,田,20,0,,price
